ProviderID,PotentialFraud,Total_Claims,Unique_Patients,Total_Paid,Avg_Paid_Per_Claim,Max_Claim_Amount,Inpatient_Claims,Outpatient_Claims,Fraud_Reimbursed_Amt,Legit_Reimbursed_Amt,Fraud_Rate_Pct
PRV51743,No,2,2,30,15,30,0,2,0,30,0
PRV52828,Yes,23,20,212000,9217.39,39000,23,0,212000,0,100
PRV51855,No,16,13,126000,7875,24000,16,0,0,126000,0
PRV52051,No,3,3,1570,523.33,1400,0,3,0,1570,0
PRV57004,No,2,2,1000,500,500,0,2,0,1000,0
PRV57153,No,1,1,800,800,800,0,1,0,800,0
PRV51109,No,3,3,18000,6000,8000,3,0,0,18000,0
PRV57526,No,3,3,53040,17680,36000,2,1,0,53040,0
PRV55443,No,32,29,336900,10528.13,39000,30,2,0,336900,0
PRV54882,Yes,43,41,311490,7243.95,34000,32,11,311490,0,100
PRV52813,No,17,15,142000,8352.94,30000,17,0,0,142000,0
PRV51837,No,15,15,173000,11533.33,36000,15,0,0,173000,0
PRV56888,No,1,1,40,40,40,0,1,0,40,0
PRV57536,No,3,3,800,266.67,600,0,3,0,800,0
PRV51380,No,4,4,51000,12750,25000,4,0,0,51000,0
PRV57348,No,16,11,10510,656.88,3300,0,16,0,10510,0
PRV52821,Yes,181,135,1664120,9194.03,57000,173,8,1664120,0,100
PRV52104,No,16,8,7360,460,3300,0,16,0,7360,0
PRV54993,No,9,9,173810,19312.22,92000,8,1,0,173810,0
PRV53750,No,20,8,13140,657,7000,1,19,0,13140,0
PRV54506,No,6,4,23460,3910,9000,3,3,0,23460,0
PRV51920,Yes,9,9,100000,11111.11,57000,9,0,100000,0,100
PRV52978,No,5,5,59000,11800,23000,5,0,0,59000,0
PRV55501,No,1,1,10000,10000,10000,1,0,0,10000,0
PRV51780,No,6,2,190,31.67,60,0,6,0,190,0
PRV57735,No,1,1,500,500,500,0,1,0,500,0
PRV55341,No,1,1,70,70,70,0,1,0,70,0
PRV52315,No,6,6,40100,6683.33,15000,5,1,0,40100,0
PRV56002,No,12,12,173300,14441.67,57000,11,1,0,173300,0
PRV52647,No,8,8,50100,6262.5,14000,7,1,0,50100,0
PRV55098,No,2,1,490,245,400,0,2,0,490,0
PRV56378,No,2,1,330,165,300,0,2,0,330,0
PRV54959,No,8,7,57040,7130,12000,7,1,0,57040,0
PRV54411,No,2,2,2700,1350,2000,1,1,0,2700,0
PRV53602,No,4,4,21000,5250,7000,4,0,0,21000,0
PRV52560,No,17,7,1780,104.71,400,0,17,0,1780,0
PRV55016,No,1,1,80,80,80,0,1,0,80,0
PRV53297,Yes,15,13,166000,11066.67,57000,15,0,166000,0,100
PRV54439,No,1,1,90,90,90,0,1,0,90,0
PRV51810,No,3,3,29000,9666.67,14000,3,0,0,29000,0
PRV55265,No,1,1,50,50,50,0,1,0,50,0
PRV52807,No,2,2,17000,8500,9000,2,0,0,17000,0
PRV52445,Yes,5,5,102000,20400,43000,5,0,102000,0,100
PRV52439,No,6,3,680,113.33,200,0,6,0,680,0
PRV55503,No,14,5,11170,797.86,9000,1,13,0,11170,0
PRV57124,No,11,11,101100,9190.91,35000,9,2,0,101100,0
PRV57515,No,22,22,146230,6646.82,17000,19,3,0,146230,0
PRV53227,No,3,3,1070,356.67,800,0,3,0,1070,0
PRV56012,Yes,29,26,321000,11068.97,57000,29,0,321000,0,100
PRV52933,Yes,4,2,68000,17000,32000,4,0,68000,0,100
PRV56196,No,1,1,50,50,50,0,1,0,50,0
PRV57110,No,1,1,15000,15000,15000,1,0,0,15000,0
PRV56655,No,9,4,1910,212.22,600,0,9,0,1910,0
PRV56034,No,1,1,80,80,80,0,1,0,80,0
PRV55812,Yes,17,16,161000,9470.59,20000,17,0,161000,0,100
PRV52972,No,17,14,220000,12941.18,57000,17,0,0,220000,0
PRV55030,Yes,76,59,725130,9541.18,57000,73,3,725130,0,100
PRV52582,No,19,19,190000,10000,57000,19,0,0,190000,0
PRV55837,No,9,9,144050,16005.56,38000,8,1,0,144050,0
PRV53816,No,3,2,70,23.33,60,0,3,0,70,0
PRV56653,No,1,1,30,30,30,0,1,0,30,0
PRV51455,No,11,11,107030,9730,38000,9,2,0,107030,0
PRV51054,No,1,1,70,70,70,0,1,0,70,0
PRV56063,No,1,1,400,400,400,0,1,0,400,0
PRV55010,Yes,4,4,770,192.5,700,0,4,770,0,100
PRV53032,No,7,6,44190,6312.86,17000,5,2,0,44190,0
PRV52289,No,4,4,18000,4500,7000,4,0,0,18000,0
PRV53950,No,5,3,500,100,200,0,5,0,500,0
PRV52266,No,37,30,460400,12443.24,57000,37,0,0,460400,0
PRV55856,No,3,2,130,43.33,90,0,3,0,130,0
PRV55237,No,17,17,111110,6535.88,21000,15,2,0,111110,0
PRV51741,No,2,2,290,145,200,0,2,0,290,0
PRV57517,No,1,1,30,30,30,0,1,0,30,0
PRV53307,No,3,3,3330,1110,2700,0,3,0,3330,0
PRV51113,No,2,2,940,470,900,0,2,0,940,0
PRV53773,No,14,13,4650,332.14,1600,0,14,0,4650,0
PRV56207,No,6,5,69440,11573.33,56000,3,3,0,69440,0
PRV56537,No,8,2,730,91.25,300,0,8,0,730,0
PRV51698,No,1,1,20,20,20,0,1,0,20,0
PRV56249,Yes,74,63,580070,7838.78,46000,56,18,580070,0,100
PRV52879,No,4,2,180,45,60,0,4,0,180,0
PRV51125,No,12,12,110000,9166.67,30000,12,0,0,110000,0
PRV52418,No,3,2,1070,356.67,700,0,3,0,1070,0
PRV52084,No,10,10,102000,10200,21000,10,0,0,102000,0
PRV52336,No,1,1,140,140,140,0,1,0,140,0
PRV54786,Yes,21,11,3450,164.29,1300,0,21,3450,0,100
PRV53675,No,79,74,681560,8627.34,57000,76,3,0,681560,0
PRV53974,No,3,3,610,203.33,500,0,3,0,610,0
PRV53912,No,2,2,500,250,300,0,2,0,500,0
PRV52536,No,1,1,14000,14000,14000,1,0,0,14000,0
PRV53517,No,2,2,17000,8500,9000,2,0,0,17000,0
PRV52129,No,14,3,860,61.43,200,0,14,0,860,0
PRV55108,No,6,5,450,75,200,0,6,0,450,0
PRV56304,No,1,1,30,30,30,0,1,0,30,0
PRV56210,No,31,27,227000,7322.58,19000,31,0,0,227000,0
PRV55956,No,8,7,63000,7875,14000,8,0,0,63000,0
PRV55566,No,1,1,50,50,50,0,1,0,50,0
PRV56783,No,1,1,60,60,60,0,1,0,60,0
PRV52349,No,2,2,300,150,200,0,2,0,300,0
PRV56604,No,1,1,50,50,50,0,1,0,50,0
PRV54558,No,15,14,180000,12000,36000,15,0,0,180000,0
PRV55048,Yes,82,76,865000,10548.78,56000,82,0,865000,0,100
PRV56329,No,14,13,177000,12642.86,32000,14,0,0,177000,0
PRV57091,No,4,3,46000,11500,17000,4,0,0,46000,0
PRV54223,No,1,1,10,10,10,0,1,0,10,0
PRV55737,No,23,21,182150,7919.57,34000,19,4,0,182150,0
PRV54340,No,5,5,28600,5720,23000,3,2,0,28600,0
PRV52492,No,2,2,710,355,700,0,2,0,710,0
PRV54342,No,8,8,39600,4950,9000,7,1,0,39600,0
PRV52717,No,20,18,185000,9250,41000,20,0,0,185000,0
PRV53507,No,9,8,62000,6888.89,15000,9,0,0,62000,0
PRV56346,No,1,1,300,300,300,0,1,0,300,0
PRV51669,No,4,4,4360,1090,3300,0,4,0,4360,0
PRV52566,No,29,29,222030,7656.21,31000,22,7,0,222030,0
PRV53968,No,2,1,160,80,100,0,2,0,160,0
PRV51097,No,2,2,130,65,100,0,2,0,130,0
PRV55679,No,10,10,92020,9202,30000,9,1,0,92020,0
PRV51207,No,3,3,51000,17000,38000,3,0,0,51000,0
PRV53980,No,2,1,130,65,70,0,2,0,130,0
PRV56286,No,1,1,23000,23000,23000,1,0,0,23000,0
PRV56137,No,1,1,600,600,600,0,1,0,600,0
PRV55865,No,3,3,620,206.67,600,0,3,0,620,0
PRV54675,Yes,37,34,422000,11405.41,47000,37,0,422000,0,100
PRV51418,No,18,18,176200,9788.89,35000,17,1,0,176200,0
PRV54895,Yes,69,27,65900,955.07,36000,3,66,65900,0,100
PRV54966,Yes,27,24,3100,114.81,1300,0,27,3100,0,100
PRV52037,No,4,4,740,185,600,0,4,0,740,0
PRV56235,No,15,15,136080,9072,41000,14,1,0,136080,0
PRV57433,No,16,16,126000,7875,20000,16,0,0,126000,0
PRV53461,Yes,14,12,315000,22500,125000,14,0,315000,0,100
PRV54779,No,9,9,111000,12333.33,34000,9,0,0,111000,0
PRV52515,No,1,1,60,60,60,0,1,0,60,0
PRV51279,No,5,4,690,138,600,0,5,0,690,0
PRV54572,No,2,1,300,150,200,0,2,0,300,0
PRV51848,No,1,1,200,200,200,0,1,0,200,0
PRV56243,No,99,81,699040,7061.01,50000,78,21,0,699040,0
PRV51017,No,7,6,3330,475.71,3000,0,7,0,3330,0
PRV54813,No,27,18,7930,293.7,2400,0,27,0,7930,0
PRV53625,No,5,4,270,54,90,0,5,0,270,0
PRV57577,No,1,1,10,10,10,0,1,0,10,0
PRV57295,Yes,14,13,173000,12357.14,57000,14,0,173000,0,100
PRV52045,Yes,47,45,523300,11134.04,82000,46,1,523300,0,100
PRV54820,No,1,1,12000,12000,12000,1,0,0,12000,0
PRV54690,No,13,9,3620,278.46,2700,0,13,0,3620,0
PRV52365,No,9,7,2420,268.89,800,0,9,0,2420,0
PRV53090,No,9,2,2230,247.78,700,0,9,0,2230,0
PRV54668,No,9,8,4730,525.56,3000,1,8,0,4730,0
PRV55667,Yes,38,33,382180,10057.37,46000,38,0,382180,0,100
PRV56734,No,11,11,107040,9730.91,57000,10,1,0,107040,0
PRV54422,No,1,1,0,0,0,0,1,0,0,0
PRV55948,No,4,4,73000,18250,51000,4,0,0,73000,0
PRV55283,No,1,1,1500,1500,1500,0,1,0,1500,0
PRV53388,No,28,13,106650,3808.93,14000,11,17,0,106650,0
PRV52020,Yes,102,99,1028260,10080.98,57000,92,10,1028260,0,100
PRV53763,Yes,58,57,739000,12741.38,57000,58,0,739000,0,100
PRV56953,No,1,1,40,40,40,0,1,0,40,0
PRV56897,No,8,8,62000,7750,17000,8,0,0,62000,0
PRV54934,No,18,15,170000,9444.44,23000,18,0,0,170000,0
PRV55893,Yes,33,29,214820,6509.7,37000,26,7,214820,0,100
PRV55689,Yes,119,98,1089380,9154.45,57000,104,15,1089380,0,100
PRV57331,No,18,18,175200,9733.33,35000,16,2,0,175200,0
PRV54384,No,3,3,37000,12333.33,33000,2,1,0,37000,0
PRV56403,Yes,11,9,67300,6118.18,15000,10,1,67300,0,100
PRV51388,No,14,14,159000,11357.14,57000,14,0,0,159000,0
PRV57492,No,40,35,332420,8310.5,26000,36,4,0,332420,0
PRV55000,No,115,108,983490,8552.09,49000,86,29,0,983490,0
PRV54225,Yes,3,1,2390,796.67,2100,0,3,2390,0,100
PRV56483,No,4,4,15360,3840,7000,2,2,0,15360,0
PRV57592,No,2,2,300,150,200,0,2,0,300,0
PRV51979,Yes,13,12,136000,10461.54,22000,13,0,136000,0,100
PRV54157,No,3,2,510,170,300,0,3,0,510,0
PRV56145,No,1,1,400,400,400,0,1,0,400,0
PRV51676,No,6,5,52000,8666.67,35000,3,3,0,52000,0
PRV57412,No,29,9,74160,2557.24,19000,9,20,0,74160,0
PRV55088,No,3,3,3250,1083.33,2900,0,3,0,3250,0
PRV51948,Yes,153,137,1415350,9250.65,69000,143,10,1415350,0,100
PRV51261,No,28,27,245160,8755.71,29000,26,2,0,245160,0
PRV53937,Yes,18,18,211100,11727.78,42000,17,1,211100,0,100
PRV57635,No,18,16,275000,15277.78,77000,18,0,0,275000,0
PRV56819,No,24,22,219000,9125,57000,24,0,0,219000,0
PRV51510,No,1,1,500,500,500,0,1,0,500,0
PRV53427,No,1,1,100,100,100,0,1,0,100,0
PRV55184,No,6,3,2640,440,1700,1,5,0,2640,0
PRV52631,No,21,21,1520,72.38,300,0,21,0,1520,0
PRV55439,No,8,7,1660,207.5,1000,0,8,0,1660,0
PRV55843,No,4,3,260,65,90,0,4,0,260,0
PRV56894,No,1,1,200,200,200,0,1,0,200,0
PRV55507,No,3,3,27000,9000,14000,3,0,0,27000,0
PRV55815,No,4,4,12000,3000,5000,4,0,0,12000,0
PRV52056,No,1,1,50,50,50,0,1,0,50,0
PRV52001,No,14,7,3180,227.14,1600,0,14,0,3180,0
PRV52936,No,4,4,24000,6000,10000,4,0,0,24000,0
PRV55506,Yes,12,9,124800,10400,26000,12,0,124800,0,100
PRV57266,No,2,2,30,15,20,0,2,0,30,0
PRV56191,No,2,2,130,65,80,0,2,0,130,0
PRV55444,Yes,116,97,1308850,11283.19,57000,114,2,1308850,0,100
PRV51390,Yes,168,150,1577980,9392.74,57000,164,4,1577980,0,100
PRV52921,No,4,4,13200,3300,5000,3,1,0,13200,0
PRV54498,No,1,1,12000,12000,12000,1,0,0,12000,0
PRV56889,No,5,5,110000,22000,57000,5,0,0,110000,0
PRV51604,Yes,57,49,618830,10856.67,57000,50,7,618830,0,100
PRV57158,Yes,30,23,337000,11233.33,57000,30,0,337000,0,100
PRV54324,No,32,28,266000,8312.5,32000,32,0,0,266000,0
PRV51761,No,1,1,400,400,400,0,1,0,400,0
PRV56156,No,5,5,32000,6400,12000,5,0,0,32000,0
PRV54414,No,1,1,13000,13000,13000,1,0,0,13000,0
PRV51047,No,1,1,20,20,20,0,1,0,20,0
PRV54519,No,1,1,80,80,80,0,1,0,80,0
PRV53922,No,1,1,10,10,10,0,1,0,10,0
PRV54334,No,4,3,130,32.5,70,0,4,0,130,0
PRV55876,No,1,1,400,400,400,0,1,0,400,0
PRV56751,No,7,6,67380,9625.71,34000,5,2,0,67380,0
PRV53154,No,1,1,500,500,500,0,1,0,500,0
PRV53851,No,1,1,100,100,100,0,1,0,100,0
PRV54360,No,3,3,170,56.67,90,0,3,0,170,0
PRV55939,No,28,27,293900,10496.43,50000,28,0,0,293900,0
PRV53377,No,7,7,57000,8142.86,12000,7,0,0,57000,0
PRV57345,Yes,43,43,442000,10279.07,49000,43,0,442000,0,100
PRV57025,Yes,18,18,138500,7694.44,37000,17,1,138500,0,100
PRV56764,No,7,6,50020,7145.71,25000,5,2,0,50020,0
PRV55918,No,2,2,17000,8500,11000,2,0,0,17000,0
PRV53766,No,1,1,400,400,400,0,1,0,400,0
PRV53972,No,7,6,35030,5004.29,14000,6,1,0,35030,0
PRV55676,Yes,115,103,1029600,8953.04,42000,115,0,1029600,0,100
PRV52159,No,26,26,225240,8663.08,32000,24,2,0,225240,0
PRV52188,No,14,13,165000,11785.71,57000,14,0,0,165000,0
PRV51523,No,61,61,733060,12017.38,57000,60,1,0,733060,0
PRV53535,No,1,1,2200,2200,2200,0,1,0,2200,0
PRV53868,No,10,9,158000,15800,57000,10,0,0,158000,0
PRV52816,No,1,1,3000,3000,3000,1,0,0,3000,0
PRV56729,No,2,2,110,55,60,0,2,0,110,0
PRV57523,No,18,17,133470,7415,25000,15,3,0,133470,0
PRV51951,Yes,48,35,458000,9541.67,45000,48,0,458000,0,100
PRV53523,No,3,1,160,53.33,100,0,3,0,160,0
PRV55128,No,8,8,111000,13875,35000,8,0,0,111000,0
PRV52548,No,5,5,37000,7400,12000,5,0,0,37000,0
PRV53240,No,1,1,3000,3000,3000,1,0,0,3000,0
PRV53362,No,1,1,600,600,600,0,1,0,600,0
PRV52581,No,4,4,60,15,60,0,4,0,60,0
PRV57228,No,40,34,251610,6290.25,40000,34,6,0,251610,0
PRV53819,No,4,3,150,37.5,100,0,4,0,150,0
PRV55600,No,4,4,25000,6250,12000,4,0,0,25000,0
PRV54061,No,6,5,30220,5036.67,15000,4,2,0,30220,0
PRV57129,No,38,37,339100,8923.68,57000,32,6,0,339100,0
PRV53145,No,2,2,2040,1020,2000,0,2,0,2040,0
PRV53308,No,7,5,117000,16714.29,39000,7,0,0,117000,0
PRV54697,No,1,1,10000,10000,10000,1,0,0,10000,0
PRV54373,No,1,1,5000,5000,5000,1,0,0,5000,0
PRV55260,No,3,1,230,76.67,200,0,3,0,230,0
PRV55230,Yes,232,204,2519690,10860.73,57000,225,7,2519690,0,100
PRV55205,No,42,41,488480,11630.48,102000,38,4,0,488480,0
PRV52196,No,1,1,950,950,950,0,1,0,950,0
PRV54103,Yes,10,9,58140,5814,17000,8,2,58140,0,100
PRV53292,No,6,6,23700,3950,12000,5,1,0,23700,0
PRV51318,No,3,3,13000,4333.33,6000,3,0,0,13000,0
PRV56276,No,1,1,13000,13000,13000,1,0,0,13000,0
PRV55207,No,4,4,1150,287.5,1100,0,4,0,1150,0
PRV51458,No,2,2,700,350,400,0,2,0,700,0
PRV57610,No,1,1,80,80,80,0,1,0,80,0
PRV51441,No,2,2,2500,1250,2400,0,2,0,2500,0
PRV53607,No,2,2,240,120,200,0,2,0,240,0
PRV57034,No,21,21,184000,8761.9,23000,21,0,0,184000,0
PRV52688,No,6,5,99000,16500,57000,6,0,0,99000,0
PRV53770,No,81,72,808340,9979.51,47000,77,4,0,808340,0
PRV56007,Yes,69,55,833800,12084.06,73000,69,0,833800,0,100
PRV57341,Yes,78,71,776300,9952.56,57000,77,1,776300,0,100
PRV56774,No,1,1,4000,4000,4000,1,0,0,4000,0
PRV56019,No,5,3,770,154,500,0,5,0,770,0
PRV57192,No,7,3,1610,230,700,0,7,0,1610,0
PRV51036,No,3,1,440,146.67,400,0,3,0,440,0
PRV53438,No,9,9,59000,6555.56,14000,8,1,0,59000,0
PRV53746,No,6,6,35000,5833.33,10000,6,0,0,35000,0
PRV51406,No,8,8,95000,11875,46000,8,0,0,95000,0
PRV53796,No,1,1,40,40,40,0,1,0,40,0
PRV55354,No,2,1,180,90,100,0,2,0,180,0
PRV51110,No,5,5,27000,5400,9000,5,0,0,27000,0
PRV57514,No,2,2,70,35,40,0,2,0,70,0
PRV56591,Yes,18,15,98110,5450.56,13000,16,2,98110,0,100
PRV55402,No,1,1,80,80,80,0,1,0,80,0
PRV51346,No,12,11,44470,3705.83,15000,5,7,0,44470,0
PRV52556,No,46,40,447000,9717.39,55000,46,0,0,447000,0
PRV55266,Yes,9,7,41000,4555.56,7000,9,0,41000,0,100
PRV51086,No,33,32,413110,12518.48,57000,31,2,0,413110,0
PRV55817,No,25,23,222000,8880,42000,25,0,0,222000,0
PRV52502,Yes,28,18,232170,8291.79,57000,26,2,232170,0,100
PRV52286,No,5,5,90000,18000,44000,5,0,0,90000,0
PRV52788,No,1,1,0,0,0,0,1,0,0,0
PRV52985,Yes,151,105,1368000,9059.6,71000,121,30,1368000,0,100
PRV56615,No,7,6,36170,5167.14,21000,3,4,0,36170,0
PRV51549,No,9,9,75060,8340,21000,8,1,0,75060,0
PRV55482,Yes,41,38,500000,12195.12,57000,41,0,500000,0,100
PRV56900,No,2,2,19000,9500,16000,2,0,0,19000,0
PRV57288,No,2,1,100,50,100,0,2,0,100,0
PRV53429,No,2,2,16010,8005,16000,1,1,0,16010,0
PRV56607,No,6,5,29900,4983.33,20000,4,2,0,29900,0
PRV53907,No,6,5,670,111.67,400,0,6,0,670,0
PRV52019,Yes,533,474,5582380,10473.51,98000,516,17,5582380,0,100
PRV54328,No,18,15,173050,9613.89,37000,17,1,0,173050,0
PRV53117,No,23,22,129220,5618.26,15000,18,5,0,129220,0
PRV51566,No,16,15,87050,5440.63,19000,15,1,0,87050,0
PRV57307,No,12,11,135700,11308.33,39000,12,0,0,135700,0
PRV52346,No,20,19,201050,10052.5,28000,19,1,0,201050,0
PRV53857,No,10,10,140000,14000,38000,10,0,0,140000,0
PRV54263,No,2,2,4050,2025,4000,1,1,0,4050,0
PRV55728,No,1,1,200,200,200,0,1,0,200,0
PRV56213,No,12,9,1540,128.33,400,0,12,0,1540,0
PRV53640,No,1,1,80,80,80,0,1,0,80,0
PRV54981,No,82,77,813010,9914.76,57000,81,1,0,813010,0
PRV54202,No,10,10,137000,13700,47000,10,0,0,137000,0
PRV52400,No,4,2,4500,1125,2400,0,4,0,4500,0
PRV56023,Yes,7,7,75000,10714.29,25000,7,0,75000,0,100
PRV53412,No,1,1,40,40,40,0,1,0,40,0
PRV53063,No,2,2,7000,3500,4000,2,0,0,7000,0
PRV53141,No,35,33,313550,8958.57,57000,32,3,0,313550,0
PRV51083,No,1,1,10,10,10,0,1,0,10,0
PRV52276,No,1,1,500,500,500,0,1,0,500,0
PRV56219,No,8,6,46260,5782.5,20000,4,4,0,46260,0
PRV53969,No,2,2,140,70,70,0,2,0,140,0
PRV51679,No,2,2,30000,15000,25000,2,0,0,30000,0
PRV55472,Yes,21,17,255000,12142.86,59000,21,0,255000,0,100
PRV52373,No,4,4,38200,9550,24000,3,1,0,38200,0
PRV54054,No,1,1,5000,5000,5000,1,0,0,5000,0
PRV56259,Yes,19,18,108170,5693.16,24000,16,3,108170,0,100
PRV56345,No,7,3,1900,271.43,900,0,7,0,1900,0
PRV52087,No,3,3,3700,1233.33,3000,2,1,0,3700,0
PRV51490,Yes,48,40,433000,9020.83,57000,48,0,433000,0,100
PRV57294,No,2,2,12000,6000,9000,2,0,0,12000,0
PRV54593,No,1,1,300,300,300,0,1,0,300,0
PRV54759,No,5,5,34000,6800,15000,5,0,0,34000,0
PRV52651,No,3,3,33000,11000,23000,3,0,0,33000,0
PRV54708,No,1,1,60,60,60,0,1,0,60,0
PRV55995,No,1,1,900,900,900,0,1,0,900,0
PRV57718,No,15,2,17640,1176,2700,0,15,0,17640,0
PRV53843,No,1,1,90,90,90,0,1,0,90,0
PRV52518,No,3,3,57140,19046.67,57000,1,2,0,57140,0
PRV52886,No,1,1,700,700,700,0,1,0,700,0
PRV53861,No,2,2,11000,5500,7000,2,0,0,11000,0
PRV56423,No,2,2,14000,7000,9000,2,0,0,14000,0
PRV57641,No,3,3,16000,5333.33,10000,3,0,0,16000,0
PRV56005,No,3,3,12060,4020,6000,2,1,0,12060,0
PRV51539,Yes,78,76,733530,9404.23,57000,69,9,733530,0,100
PRV57117,Yes,77,64,525310,6822.21,30000,67,10,525310,0,100
PRV51950,No,3,3,23000,7666.67,19000,3,0,0,23000,0
PRV52549,No,6,5,39000,6500,18000,6,0,0,39000,0
PRV54674,No,3,3,27000,9000,16000,3,0,0,27000,0
PRV57238,No,2,2,10080,5040,10000,1,1,0,10080,0
PRV55276,No,4,1,550,137.5,400,0,4,0,550,0
PRV52706,No,2,2,25000,12500,20000,2,0,0,25000,0
PRV51232,No,1,1,26000,26000,26000,1,0,0,26000,0
PRV55470,No,11,7,3410,310,2300,0,11,0,3410,0
PRV57674,No,10,4,4430,443,2800,0,10,0,4430,0
PRV52720,No,2,2,150,75,90,0,2,0,150,0
PRV54838,No,3,1,1020,340,600,0,3,0,1020,0
PRV55666,No,19,19,125000,6578.95,13000,19,0,0,125000,0
PRV51471,Yes,162,156,1594400,9841.98,81000,161,1,1594400,0,100
PRV53985,Yes,12,9,108940,9078.33,31000,8,4,108940,0,100
PRV51619,No,8,7,75000,9375,37000,8,0,0,75000,0
PRV56106,No,2,2,10000,5000,7000,2,0,0,10000,0
PRV51664,No,1,1,100,100,100,0,1,0,100,0
PRV55335,No,3,2,110,36.67,50,0,3,0,110,0
PRV52257,No,1,1,500,500,500,0,1,0,500,0
PRV51931,No,3,3,5600,1866.67,5000,1,2,0,5600,0
PRV57139,No,1,1,100,100,100,0,1,0,100,0
PRV56183,No,2,2,220,110,200,0,2,0,220,0
PRV55659,Yes,20,18,227000,11350,38000,20,0,227000,0,100
PRV51170,Yes,8,8,145000,18125,57000,8,0,145000,0,100
PRV52495,No,12,11,97000,8083.33,16000,12,0,0,97000,0
PRV51120,No,7,7,52000,7428.57,15000,7,0,0,52000,0
PRV54345,No,1,1,100,100,100,0,1,0,100,0
PRV57332,No,3,2,60,20,40,0,3,0,60,0
PRV54927,No,5,4,220,44,80,0,5,0,220,0
PRV53905,No,1,1,20,20,20,0,1,0,20,0
PRV51681,No,2,2,51050,25525,51000,1,1,0,51050,0
PRV54557,Yes,9,5,1490,165.56,400,0,9,1490,0,100
PRV57210,Yes,10,5,132000,13200,32000,10,0,132000,0,100
PRV51635,No,1,1,24000,24000,24000,1,0,0,24000,0
PRV52025,No,6,6,810,135,500,0,6,0,810,0
PRV54939,Yes,33,28,9420,285.45,3000,0,33,9420,0,100
PRV52843,Yes,51,46,544530,10677.06,57000,47,4,544530,0,100
PRV51821,No,10,10,138000,13800,27000,10,0,0,138000,0
PRV51297,No,5,4,51000,10200,18000,5,0,0,51000,0
PRV53668,Yes,16,16,141200,8825,31000,16,0,141200,0,100
PRV55183,No,24,20,239450,9977.08,37000,21,3,0,239450,0
PRV57509,No,2,2,1040,520,1000,0,2,0,1040,0
PRV57456,No,1,1,60,60,60,0,1,0,60,0
PRV52576,No,3,3,42000,14000,24000,3,0,0,42000,0
PRV53095,No,2,2,36000,18000,29000,2,0,0,36000,0
PRV56739,No,1,1,11000,11000,11000,1,0,0,11000,0
PRV54973,No,12,12,43140,3595,10000,9,3,0,43140,0
PRV54228,No,42,30,304100,7240.48,23000,41,1,0,304100,0
PRV52998,No,15,13,147300,9820,46000,15,0,0,147300,0
PRV57593,No,6,6,77000,12833.33,37000,6,0,0,77000,0
PRV56174,No,1,1,3000,3000,3000,1,0,0,3000,0
PRV51976,No,7,7,61000,8714.29,19000,7,0,0,61000,0
PRV55450,No,2,2,5080,2540,5000,1,1,0,5080,0
PRV57375,No,6,5,46000,7666.67,18000,6,0,0,46000,0
PRV51280,No,4,2,1010,252.5,500,0,4,0,1010,0
PRV57697,Yes,51,45,505990,9921.37,75000,48,3,505990,0,100
PRV54404,No,16,10,8500,531.25,6000,2,14,0,8500,0
PRV53403,No,1,1,600,600,600,0,1,0,600,0
PRV52592,No,7,6,56000,8000,19000,7,0,0,56000,0
PRV55362,No,1,1,90,90,90,0,1,0,90,0
PRV56236,No,7,6,45000,6428.57,13000,7,0,0,45000,0
PRV56863,No,2,2,90,45,60,0,2,0,90,0
PRV55978,No,104,94,891650,8573.56,57000,92,12,0,891650,0
PRV57465,No,3,2,150,50,80,0,3,0,150,0
PRV57175,No,5,4,990,198,600,0,5,0,990,0
PRV53385,Yes,126,89,1082690,8592.78,49000,106,20,1082690,0,100
PRV54247,No,5,5,28010,5602,11000,4,1,0,28010,0
PRV55943,No,45,43,287320,6384.89,22000,34,11,0,287320,0
PRV53424,No,39,30,375700,9633.33,57000,37,2,0,375700,0
PRV54237,No,5,3,2790,558,2200,0,5,0,2790,0
PRV51673,No,2,2,110,55,80,0,2,0,110,0
PRV53634,No,6,5,1010,168.33,600,0,6,0,1010,0
PRV51240,No,11,11,81000,7363.64,19000,11,0,0,81000,0
PRV51266,No,11,11,78360,7123.64,33000,10,1,0,78360,0
PRV52570,No,8,8,62000,7750,16000,8,0,0,62000,0
PRV51653,No,2,2,450,225,400,0,2,0,450,0
PRV51515,No,6,6,40100,6683.33,16000,5,1,0,40100,0
PRV52511,Yes,76,62,675700,8890.79,57000,75,1,675700,0,100
PRV57595,No,2,2,60,30,50,0,2,0,60,0
PRV51143,No,5,4,1070,214,800,0,5,0,1070,0
PRV51360,No,10,10,87900,8790,32000,9,1,0,87900,0
PRV54812,No,12,12,156000,13000,42000,12,0,0,156000,0
PRV55826,No,5,5,96300,19260,57000,4,1,0,96300,0
PRV52953,No,1,1,10,10,10,0,1,0,10,0
PRV53450,No,2,2,290,145,200,0,2,0,290,0
PRV52645,No,6,5,2000,333.33,800,0,6,0,2000,0
PRV54734,No,1,1,0,0,0,0,1,0,0,0
PRV55531,Yes,108,97,884000,8185.19,40000,108,0,884000,0,100
PRV54620,No,7,6,73000,10428.57,34000,7,0,0,73000,0
PRV55126,No,2,2,13000,6500,7000,2,0,0,13000,0
PRV54792,No,1,1,50,50,50,0,1,0,50,0
PRV53201,No,5,1,10900,2180,2800,0,5,0,10900,0
